Ratings,No_of_ratings,Operating_system,Screen_size(inches),Display_type,Touchscreen,Processor_speed(GHz),Cache_memory(MBs),RAM(Gig),RAM_max,Memory_slots,RAM_speed(MHz),Harddrive_type,Harddrive_capacity(Gig),Weight(kg),Warranty,Optical_Drive,Adapter(watts),Battery_cells,Battery_type,Battery_life(Hrs),Fingerprint,Screen_pixel_density(width),Screen_pixel_density(height),Processor_brand,Processor_cores,Graphics_brand,Length(mm),Width(mm),Height(mm),USB(2.0),USB(2.0)_ports,Bluetooth_,Bluetooth_version,USB(typeC),USB(typeC)_ports,Keyboard_backlit,Brand
3.7,54.0,Windows,15.6, LED , No ,1.0,6.0,2.0,8.0,2.0,3200.0,HDD,1000.0,1.7,1.0,No,37.0,2.0,Li-Ion,,Yes,1920,1080,Intel,6.0,NVIDIA,357.2,230.4,19.9,Yes,2.0,Yes,4.2,nan,,,Asus
4.3,169.0, Google Chrome ,11.6, LED , No ,1.6,2.0,4.0,,1.0,1866.0,nan,32.0,1.15,1.0,No,26.0,2.0,Li-Ion,11.0,nan,1366,768,Intel,2.0,Intel Graphics,288.7,204.0,17.8,Yes,1.0,Yes,4.0,nan,,,Samsung
,4.0,Windows,15.6, LED , No ,2.5,8.0,4.0,8.0,1.0,,HDD,1000.0,2.5,1.0,No,45.0,3.0,Li-Po,,No,1920,1080,Intel,6.0,NVIDIA,,,,nan,,Yes,5.0,Yes,1.0,yes,Lenovo
4.5,2.0,Windows,13.4, LED , No ,3.0,16.0,4.0,16.0,1.0,,nan,1000.0,1.3,1.0,No,100.0,4.0,Li-Ion,,No,1920,1200,AMD,8.0,NVIDIA,299.0,222.0,15.8,nan,,Yes,5.1,Yes,2.0,yes,Asus
4.6,483.0,Windows,15.6, LED , No ,1.6,6.0,8.0,32.0,1.0,2133.0,HDD,1000.0,1.8,1.0,No,65.0,4.0,Li-Ion,10.0,nan,1920,1080,Intel,6.0,NVIDIA,359.0,243.0,16.9,Yes,1.0,Yes,4.0,Yes,1.0,,Acer
4.6,5.0,Windows,15.6, LED , No ,2.6,12.0,6.0,32.0,2.0,2666.0,nan,512.0,2.5,1.0,No,,4.0,Li-Ion,8.0,No,1920,1080,Intel,8.0,NVIDIA,364.3,273.4,19.9,nan,,Yes,5.0,Yes,1.0,yes,Dell
4.2,5.0,Windows,15.6, LED , No ,4.0,6.0,4.0,,1.0,,HDD,1000.0,1.65,1.0,nan,45.0,3.0,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,363.4,238.5,17.9,nan,,Yes,5.0,Yes,1.0,,Acer
,,Windows,15.6, LED , No ,,8.0,8.0,,1.0,,HDD,1000.0,1.65,1.0,No,45.0,3.0,Li-Ion,9.5,No,1920,1080,Intel,6.0,Intel Graphics,363.4,238.5,17.9,Yes,1.0,Yes,5.1,Yes,1.0,,Acer
,,Windows,15.6, LED , No ,2.1,4.0,4.0,12.0,1.0,,nan,256.0,1.9,1.0,No,37.0,2.0,Li-Ion,,No,1920,1080,AMD,4.0,AMD Graphics,360.0,235.0,19.0,Yes,2.0,Yes,5.0,nan,,,Asus
4.2,207.0,Windows,15.6, LED , No ,4.2,8.0,8.0,32.0,2.0,3200.0,nan,512.0,2.3,1.0,No,48.0,3.0,Li-Po,,No,1920,1080,AMD,8.0,NVIDIA,359.8,256.0,25.0,Yes,1.0,Yes,5.0,Yes,1.0,yes,Asus
4.1,56.0,Windows,14.0, LED , Yes ,4.2,12.0,8.0,,2.0,3200.0,nan,512.0,1.61,1.0,No,65.0,3.0,Li-Ion,,Yes,1920,1080,Intel,,Intel Graphics,324.0,221.0,18.7,nan,,Yes,5.0,Yes,1.0,yes,HP
,,Windows,15.6, LED , No ,2.6,12.0,6.0,16.0,1.0,2666.0,HDD,1000.0,2.24,1.0,No,69.0,6.0,Li-Po,,nan,1920,1080,Intel,8.0,NVIDIA,360.0,260.0,20.0,nan,,Yes,5.0,Yes,1.0,yes,HP
,, DOS ,14.0, LED , No ,1.6,6.0,2.0,8.0,1.0,,nan,512.0,1.6,1.0,No,65.0,,Li-Ion,,Yes,1920,1080,Intel,6.0,NVIDIA,325.3,232.9,19.9,Yes,3.0,Yes,5.0,Yes,1.0,yes,Asus
,,Windows,14.0, LED , No ,,12.0,16.0,,1.0,,nan,512.0,1.17,1.0,nan,65.0,4.0,Li-Ion,,No,1920,1080,Intel,,Intel Graphics,319.0,208.0,13.9,Yes,1.0,Yes,5.0,nan,,yes,Asus
,24.0,Windows,14.0, LED , No ,2.1,4.0,4.0,,1.0,2666.0,HDD,1000.0,1.5,1.0,No,65.0,,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,326.0,230.0,17.9,Yes,1.0,Yes,5.0,Yes,1.0,no,Lenovo
4.5,203.0,Windows,15.6, LED , Yes ,2.6,4.0,8.0,,1.0,2400.0,SSD,256.0,1.69,1.0,No,45.0,3.0,Li-Ion,,No,1366,768,AMD,2.0,AMD Graphics,358.5,242.0,17.9,Yes,2.0,Yes,5.0,Yes,1.0,,HP
,, DOS ,14.0, LED , No ,2.1,4.0,4.0,,1.0,,nan,256.0,1.7,1.0,No,45.0,3.0,Li-Po,,No,1920,1080,Intel,4.0,Intel Graphics,325.0,232.0,21.0,Yes,1.0,Yes,4.0,Yes,1.0,,Lenovo
4.9,10.0,Windows,15.6, LED , No ,,16.0,4.0,16.0,2.0,3200.0,nan,512.0,1.98,1.0,No,200.0,3.0,Li-Po,,nan,1920,1080,AMD,8.0,NVIDIA,360.0,257.0,23.5,Yes,1.0,Yes,4.0,Yes,1.0,yes,HP
,,Windows,15.6, LED , No ,2.6,12.0,4.0,16.0,2.0,2933.0,nan,512.0,2.2,1.0,No,135.0,,Li-Ion,8.0,No,1920,1080,Intel,8.0,NVIDIA,359.0,249.6,24.9,Yes,1.0,Yes,5.0,Yes,1.0,yes,Lenovo
4.2,458.0,Windows,14.0, LED , No ,4.2,8.0,8.0,,2.0,2666.0,nan,512.0,1.47,1.0,No,65.0,3.0,Li-Ion,,nan,1920,1080,Intel,6.0,Intel Graphics,324.0,225.0,17.9,Yes,2.0,Yes,5.0,Yes,1.0,,HP
,,Windows,14.0, LED , No ,,,8.0,,1.0,,nan,512.0,1.3,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,AMD,6.0,AMD Graphics,319.0,220.2,16.9,Yes,2.0,Yes,5.0,nan,,yes,MSI
,3.0,Windows,15.6, LED , No ,2.6,4.0,4.0,,1.0,2400.0,HDD,1000.0,1.8,1.0,No,45.0,,Li-Ion,,No,3840,2160,AMD,2.0,AMD Graphics,362.2,253.4,19.9,Yes,1.0,Yes,5.0,nan,,,Lenovo
4.3,100.0,Windows,13.3, LED , No ,2.8,3200.0,16.0,,1.0,3200.0,nan,512.0,1.28,1.0,No,65.0,,Li-Ion,16.0,No,2560,1600,Intel,,Intel Graphics,296.9,208.5,15.9,Yes,1.0,Yes,5.1,Yes,1.0,yes,Lenovo
,9.0,Windows,15.6, LED , No ,2.3,16.0,8.0,16.0,2.0,3200.0,nan,1000.0,2.25,1.0,No,80.0,4.0,Li-Ion,,No,1920,1080,Intel,8.0,NVIDIA,359.0,259.0,20.0,nan,,Yes,5.0,Yes,1.0,yes,Lenovo
4.0,95.0,Windows,15.6, LED , No ,2.3,8.0,4.0,32.0,1.0,2400.0,HDD,1000.0,2.7,1.0,No,135.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,390.0,266.0,26.8,Yes,2.0,Yes,4.1,No,,yes,Acer
,,Windows,15.6, LED , No ,2.8,6.0,4.0,8.0,1.0,,nan,512.0,1.5,1.0,No,48.0,4.0,Li-Ion,,nan,3840,2160,Intel,6.0,AMD Graphics,360.0,242.0,16.9,nan,,Yes,4.1,Yes,1.0,yes,Acer
4.3,21.0, Google Chrome ,15.6, LED , No ,1.6,2.0,2.0,,1.0,1600.0,nan,16.0,2.0,1.0,No,45.0,3.0,Li-Po,,nan,1366,768,Intel,2.0,Intel Graphics,383.54,256.54,25.4,Yes,2.0,Yes,4.1,No,,,Acer
4.6,3.0,Windows,13.3, LED , No ,4.8,12.0,16.0,,1.0,,nan,512.0,1.3,1.0,No,67.0,4.0,Li-Ion,,nan,1920,1080,Intel,,Intel Graphics,305.0,211.0,11.9,Yes,1.0,Yes,4.0,Yes,1.0,,Asus
,,Windows,15.6, LED , No ,1.0,6.0,8.0,,1.0,2666.0,HDD,1000.0,1.78,1.0,No,41.0,3.0,Li-Ion,,No,1366,768,Intel,6.0,Intel Graphics,376.0,246.0,22.5,Yes,1.0,Yes,5.0,nan,,,HP
4.1,3.0,Windows,12.5, LED , Yes ,2.6,3.0,4.0,8.0,2.0,1600.0,HDD,128.0,1.5,3.0,Yes,45.0,6.0,Li-Ion,8.0,No,1920,1080,Intel,4.0,Intel Graphics,317.0,215.0,20.0,Yes,1.0,Yes,4.0,nan,,yes,Dell
,,Windows,15.6, LED , No ,2.1,8.0,8.0,,1.0,3200.0,HDD,1000.0,1.65,1.0,No,65.0,,Li-Ion,7.5,No,1920,1080,Intel,4.0,Intel Graphics,359.2,236.5,19.9,Yes,1.0,Yes,5.0,nan,,,Lenovo
4.5,545.0,Windows,14.0, LED , No ,4.2,8.0,8.0,,1.0,,nan,512.0,1.4,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,Intel Graphics,324.0,215.0,19.1,Yes,2.0,Yes,5.0,Yes,1.0,yes,Asus
,,Windows,15.6, LED , No ,4.0,6.0,4.0,,1.0,,nan,256.0,1.8,1.0,No,65.0,3.0,Li-Ion,,Yes,1920,1080,Intel,4.0,Intel Graphics,359.0,235.0,17.9,Yes,2.0,Yes,4.0,Yes,1.0,,Asus
4.1,119.0,Windows,15.6, LED , No ,2.4,8.0,8.0,,1.0,,nan,512.0,1.7,1.0,No,65.0,3.0,Li-Ion,10.8,nan,1920,1080,Intel,6.0,Intel Graphics,365.0,240.0,18.9,Yes,1.0,Yes,5.1,Yes,1.0,yes,Lenovo
4.1,6368.0,Windows,15.6, LED , No ,2.0,3.0,4.0,16.0,1.0,2133.0,HDD,1000.0,2.2,1.0,Yes,30.0,2.0,Li-Ion,5.0,nan,1366,768,Intel,2.0,NVIDIA,381.0,254.0,22.1,Yes,1.0,Yes,4.1,No,,,Lenovo
,,Windows,14.0, LED , No ,1.8,8.0,16.0,,1.0,,nan,512.0,1.35,1.0,No,65.0,,Li-Ion,,No,1920,1080,Intel,8.0,Intel Graphics,322.0,217.0,15.5,Yes,2.0,Yes,5.0,nan,,,Lenovo
4.3,295.0,Windows,15.6, LED , No ,2.4,8.0,8.0,,1.0,3200.0,HDD,1000.0,1.8,1.0,nan,,3.0,Li-Po,,nan,1920,1080,Intel,6.0,Intel Graphics,356.0,233.0,18.0,nan,,Yes,5.0,Yes,1.0,,Lenovo
,,Windows,14.0, LED , No ,3.0,6.0,8.0,,1.0,,nan,512.0,1.4,1.0,No,65.0,3.0,Li-Ion,,Yes,1920,1080,Intel,4.0,Intel Graphics,324.0,215.0,17.9,Yes,3.0,Yes,5.0,nan,,yes,Asus
4.4,35.0,Windows,15.6, LED , No ,2.5,8.0,4.0,8.0,1.0,2933.0,nan,512.0,2.3,1.0,No,,,Li-Po,,No,1920,1080,Intel,6.0,NVIDIA,,,,nan,,Yes,4.0,Yes,1.0,,Lenovo
4.5,140.0,MAC,13.3, LED , No ,2.3,6.0,8.0,16.0,1.0,2133.0,nan,256.0,1.37,1.0,No,61.0,,Li-Po,10.0,Yes,2560,1600,Intel,6.0,Intel Graphics,304.1,212.4,14.9,nan,,Yes,5.0,Yes,4.0,yes,Apple
4.3,895.0,Windows,15.6, LED , No ,1.0,6.0,8.0,,1.0,2666.0,SSD,512.0,1.75,1.0,No,65.0,3.0,Li-Ion,,No,1366,768,Intel,6.0,Intel Graphics,358.0,242.0,19.9,nan,,Yes,4.2,Yes,1.0,,HP
4.4,256.0,Windows,15.6, LED , No ,2.5,3.0,4.0,32.0,1.0,2133.0,HDD,2000.0,2.2,1.0,Yes,35.0,2.0,Li-Ion,,Yes,1366,768,Intel,4.0,NVIDIA,327.0,237.0,19.2,Yes,2.0,Yes,4.1,No,,,Lenovo
3.8,2170.0, DOS ,15.6, LED , No ,1.2,4.0,4.0,,1.0,2666.0,HDD,1000.0,1.85,1.0,No,65.0,,Li-Ion,,No,1366,768,Intel,4.0,Intel Graphics,362.2,251.5,19.9,Yes,1.0,Yes,5.0,nan,,yes,Lenovo
,,Windows,15.6, LED , No ,3.1,8.0,4.0,32.0,1.0,,nan,512.0,2.0,1.0,No,180.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,360.0,252.0,19.9,Yes,1.0,Yes,5.1,nan,,yes,Asus
,,Windows,15.6, LED , No ,,4.0,8.0,,1.0,,HDD,1000.0,1.8,1.0,No,,2.0,Li-Ion,5.0,Yes,1920,1080,AMD,4.0,AMD Graphics,360.0,235.0,19.9,Yes,2.0,Yes,4.0,Yes,1.0,,Asus
3.4,1280.0,Windows,14.0, LED , No ,,6.0,8.0,,1.0,2666.0,SSD,256.0,1.46,1.0,No,41.0,3.0,Li-Ion,,No,1366,768,Intel,,Intel Graphics,324.0,225.0,17.9,nan,,Yes,5.0,Yes,1.0,,HP
,,Windows,14.0, LED , No ,2.3,3.0,8.0,16.0,2.0,2133.0,nan,512.0,1.5,1.0,nan,,4.0,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,334.0,232.0,19.4,Yes,3.0,Yes,4.0,nan,,yes,Dell
3.9,459.0,Windows,14.0, LED , No ,2.0,3.0,4.0,,1.0,2133.0,HDD,1000.0,2.2,1.0,nan,45.0,2.0,Li-Ion,5.0,No,1366,768,Intel,2.0,Intel Graphics,338.0,249.0,22.7,Yes,2.0,Yes,4.1,Yes,1.0,,Lenovo
,,Windows,14.0, LED , No ,3.0,16.0,4.0,8.0,1.0,,nan,512.0,1.6,1.0,No,76.0,4.0,Li-Ion,,nan,1920,1080,AMD,8.0,NVIDIA,324.0,222.0,18.0,Yes,1.0,Yes,5.1,Yes,1.0,yes,Asus
,19.0,Windows,11.6, LCD , No ,1.6,2.0,2.0,,,,nan,32.0,1.4,,nan,45.0,4.0,Li-Ion,12.0,No,1366,768,Intel,2.0,Intel Graphics,292.0,210.0,22.8,Yes,1.0,Yes,4.0,nan,,,Acer
,,Windows,14.0, LCD , No ,,,8.0,,1.0,,nan,512.0,1.2,1.0,No,65.0,3.0,Li-Ion,12.5,nan,1920,1080,AMD,6.0,AMD Graphics,322.8,212.2,15.9,Yes,1.0,Yes,5.2,nan,,,Acer
4.0,1.0, DOS ,15.6, LED , No ,1.0,6.0,4.0,,1.0,,nan,256.0,1.85,1.0,No,,2.0,Li-Po,,No,1920,1080,Intel,6.0,Intel Graphics,,,,Yes,2.0,Yes,4.0,nan,,,Lenovo
4.3,257.0,Windows,14.0, LED , No ,4.2,8.0,8.0,,1.0,,nan,512.0,1.4,1.0,No,65.0,3.0,Li-Ion,,Yes,1920,1080,Intel,6.0,Intel Graphics,324.0,213.0,15.9,Yes,2.0,Yes,5.0,nan,,yes,Asus
,,Windows,14.0, LED , No ,3.0,6.0,4.0,,1.0,,nan,256.0,1.55,1.0,No,45.0,,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,360.0,235.0,19.9,Yes,2.0,Yes,4.1,Yes,1.0,,Asus
,8.0,Windows,14.0, LED , No ,1.2,4.0,4.0,16.0,2.0,2666.0,HDD,1000.0,1.66,1.0,No,,3.0,Li-Ion,,No,1366,768,Intel,4.0,Intel Graphics,340.0,240.0,20.0,Yes,1.0,Yes,5.0,nan,,,Dell
4.5,316.0,MAC,13.3, LED , No ,1.6,4.0,8.0,,1.0,2133.0,nan,256.0,1.25,,No,50.3,,Li-Po,13.0,Yes,2560,1600,Intel,6.0,Intel Graphics,304.1,212.4,12.5,nan,,Yes,4.2,Yes,2.0,yes,Apple
4.4,759.0,Windows,15.6, LED , No ,2.3,8.0,4.0,32.0,1.0,2666.0,HDD,1000.0,2.5,1.0,No,64.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,384.0,262.0,23.0,nan,,Yes,4.1,Yes,1.0,yes,Asus
,17.0,Windows,15.6, LED , No ,2.6,4.0,4.0,12.0,1.0,,HDD,1000.0,1.8,1.0,No,,2.0,Li-Po,,Yes,1920,1080,AMD,2.0,AMD Graphics,360.0,235.0,19.0,Yes,2.0,Yes,5.0,Yes,1.0,,Asus
4.0,1.0,Windows,15.6, LED , No ,2.4,8.0,8.0,32.0,1.0,2400.0,HDD,1000.0,2.3,1.0,No,135.0,4.0,Li-Ion,11.0,nan,1920,1080,Intel,6.0,NVIDIA,363.4,255.0,25.9,Yes,1.0,Yes,5.0,Yes,1.0,yes,Acer
4.3,151.0,Windows,14.0, LED , Yes ,2.4,8.0,8.0,,1.0,3200.0,nan,512.0,1.5,1.0,No,65.0,3.0,Li-Ion,,Yes,1920,1080,Intel,6.0,Intel Graphics,321.5,217.5,20.4,Yes,1.0,Yes,5.0,Yes,1.0,yes,Lenovo
,,Windows,14.0, LED , No ,3.0,16.0,4.0,16.0,1.0,3200.0,nan,1000.0,1.6,1.0,No,150.0,4.0,Li-Ion,10.0,No,1920,1080,AMD,8.0,NVIDIA,324.0,222.0,17.9,Yes,1.0,Yes,5.2,Yes,1.0,yes,Asus
4.3,25.0,Windows,14.0, LED , No ,4.2,8.0,2.0,8.0,1.0,,nan,512.0,1.45,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,328.0,223.0,17.9,nan,,Yes,5.0,Yes,1.0,yes,Acer
4.3,149.0,Windows,14.0, LED , Yes ,1.6,6.0,8.0,16.0,1.0,2133.0,HDD,1000.0,1.59,1.0,Yes,41.0,3.0,Li-Ion,,nan,1920,1080,Intel,6.0,Intel Graphics,323.5,224.2,19.7,nan,,Yes,4.2,No,,yes,HP
4.0,10.0,MAC,15.4, LED , No ,2.6,9.0,4.0,32.0,1.0,2400.0,nan,512.0,1.83,1.0,No,83.6,,Li-Po,10.0,Yes,2880,1800,Intel,6.0,AMD Graphics,349.3,240.7,15.5,nan,,Yes,5.0,Yes,4.0,yes,Apple
3.3,2.0, DOS ,15.6, LED , No ,1.6,2.0,4.0,8.0,,1600.0,HDD,1000.0,2.2,1.0,nan,,,Li-Ion,4.0,No,1366,768,Intel,4.0,Intel Graphics,378.0,265.0,22.9,Yes,1.0,Yes,4.0,nan,,,Lenovo
,,Windows,13.3, LED , No ,1.6,6.0,8.0,,1.0,,nan,512.0,1.27,1.0,No,45.0,6.0,Li-Ion,14.0,No,1920,1080,Intel,6.0,Intel Graphics,302.0,189.0,18.3,Yes,1.0,Yes,5.0,Yes,1.0,,Asus
4.3,2018.0,Windows,15.6, LED , No ,2.2,9.0,6.0,16.0,2.0,2400.0,nan,256.0,2.69,1.0,No,180.0,4.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,391.16,266.7,27.9,Yes,2.0,Yes,4.1,No,,yes,Acer
4.5,187.0,Windows,14.0, LED , No ,2.1,6.0,8.0,12.0,1.0,2400.0,HDD,1000.0,1.6,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,AMD,4.0,AMD Graphics,322.7,230.5,17.9,nan,,Yes,4.2,Yes,1.0,,Lenovo
,,Windows,15.6, LED , No ,3.0,8.0,4.0,8.0,1.0,3200.0,HDD,1000.0,1.98,1.0,nan,52.5,3.0,Li-Ion,,No,1920,1080,AMD,6.0,NVIDIA,360.0,257.0,23.5,Yes,1.0,Yes,5.0,Yes,1.0,yes,HP
4.1,64.0,Windows,14.0, LED , No ,1.8,8.0,2.0,16.0,1.0,,nan,512.0,1.29,1.0,No,90.0,3.0,Li-Po,,No,1920,1080,Intel,8.0,NVIDIA,319.0,215.0,15.9,Yes,2.0,Yes,5.0,nan,,yes,MSI
,,Windows,15.6, LED , No ,2.4,8.0,8.0,,1.0,,nan,512.0,1.7,1.0,No,45.0,3.0,Li-Ion,10.8,No,1920,1080,Intel,6.0,Intel Graphics,365.0,240.0,18.9,Yes,2.0,Yes,5.1,Yes,1.0,,Lenovo
3.9,50.0,Windows,15.6, LED , No ,2.1,4.0,8.0,32.0,1.0,,HDD,1000.0,2.3,1.0,No,135.0,4.0,Li-Ion,,No,1920,1080,AMD,4.0,AMD Graphics,363.0,255.0,25.0,nan,,Yes,5.0,Yes,1.0,yes,Acer
,,Windows,15.6, LED , No ,,24.0,16.0,16.0,1.0,3200.0,nan,1000.0,2.1,1.0,No,230.0,4.0,nan,,No,2560,1440,Intel,,NVIDIA,358.0,248.0,19.8,nan,,Yes,5.2,Yes,1.0,,MSI
3.7,29.0,Windows,15.6, LED , No ,2.5,16.0,4.0,16.0,1.0,2933.0,nan,512.0,2.23,1.0,nan,52.5,3.0,Li-Po,,No,1920,1080,Intel,8.0,NVIDIA,360.0,256.0,23.4,Yes,1.0,Yes,5.0,Yes,1.0,yes,HP
3.7,20.0,Windows,15.6, LED , No ,2.6,12.0,16.0,32.0,1.0,3200.0,nan,1000.0,2.1,1.0,No,230.0,4.0,Li-Ion,,No,1920,1080,Intel,8.0,NVIDIA,360.0,255.0,20.0,Yes,2.0,Yes,5.0,Yes,,yes,Lenovo
,,Windows,14.0, LED , No ,1.8,8.0,16.0,,1.0,2666.0,HDD,1000.0,1.69,1.0,No,45.0,3.0,Li-Ion,,Yes,1920,1080,Intel,8.0,Intel Graphics,325.0,232.0,18.9,Yes,1.0,Yes,5.0,Yes,1.0,,Lenovo
,,Windows,14.0, LED , No ,1.6,6.0,8.0,,1.0,2133.0,HDD,1000.0,1.7,1.0,No,52.0,3.0,Li-Ion,,nan,1920,1080,Intel,6.0,Intel Graphics,,,,Yes,1.0,Yes,4.1,No,,,Lenovo
4.0,88.0,Windows,13.3, LED , Yes ,4.2,8.0,8.0,,1.0,3200.0,SSD,512.0,1.27,1.0,No,65.0,4.0,Li-Po,,No,1920,1080,Intel,6.0,Intel Graphics,306.7,194.5,16.9,nan,,Yes,5.0,Yes,1.0,yes,HP
,,Windows,15.6, LED , No ,,8.0,16.0,,1.0,3200.0,nan,512.0,1.66,1.0,No,57.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,Intel Graphics,357.0,233.0,18.0,Yes,3.0,Yes,5.0,nan,,,Lenovo
4.1,99.0,Windows,13.3, LED , Yes ,,12.0,16.0,,1.0,,nan,1000.0,1.27,1.0,No,65.0,4.0,Li-Po,,nan,1920,1080,Intel,,Intel Graphics,306.7,194.5,16.9,Yes,1.0,Yes,5.0,Yes,2.0,yes,HP
4.0,12.0, Google Chrome ,14.0, LED , No ,1.1,4.0,4.0,,1.0,,nan,64.0,1.7,1.0,No,,3.0,Li-Ion,,No,1920,1080,Intel,2.0,Intel Graphics,325.12,231.14,19.8,Yes,1.0,Yes,4.0,Yes,1.0,,Acer
,,Windows,16.1, LED , No ,,16.0,4.0,32.0,1.0,3200.0,nan,512.0,2.48,1.0,No,200.0,4.0,Li-Ion,,nan,1920,1080,AMD,6.0,NVIDIA,370.0,262.0,24.0,Yes,1.0,Yes,5.0,Yes,1.0,,HP
4.2,13.0,Windows,13.3, LED , No ,1.6,6.0,8.0,,1.0,2133.0,nan,512.0,1.27,1.0,No,50.0,3.0,Li-Po,14.0,No,1920,1080,Intel,6.0,Intel Graphics,302.0,189.0,18.0,Yes,1.0,Yes,5.0,nan,,yes,Asus
4.5,261.0,Windows,15.6, LED , No ,2.6,12.0,16.0,32.0,2.0,2933.0,nan,1000.0,2.3,1.0,nan,230.0,4.0,Li-Ion,,No,1920,1080,Intel,8.0,NVIDIA,360.0,275.0,25.8,nan,,Yes,5.1,Yes,1.0,yes,Asus
3.7,60.0, DOS ,15.6, LED , No ,2.1,4.0,4.0,16.0,2.0,2666.0,HDD,1000.0,1.65,1.0,No,,3.0,Li-Ion,,No,1366,768,Intel,4.0,Intel Graphics,380.0,258.0,20.0,Yes,1.0,Yes,5.0,nan,,yes,Dell
3.4,3.0,Windows,15.6, LED , No ,2.4,3.0,4.0,32.0,1.0,,HDD,1000.0,2.39,1.0,Yes,45.0,6.0,Li-Ion,,No,1366,768,Intel,2.0,Intel Graphics,381.0,259.0,30.5,Yes,1.0,Yes,,Yes,,,Acer
4.3,504.0,Windows,14.0, LED , No ,1.2,4.0,8.0,,1.0,2666.0,nan,256.0,1.6,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,4.0,Intel Graphics,322.7,230.0,17.9,nan,,Yes,4.2,Yes,1.0,,Lenovo
,,Windows,15.6, LED , No ,2.6,12.0,6.0,64.0,2.0,,nan,1000.0,2.1,1.0,No,,3.0,Li-Po,,No,1920,1080,Intel,8.0,NVIDIA,358.0,248.0,20.0,Yes,3.0,Yes,5.0,Yes,1.0,yes,MSI
4.2,8631.0, DOS ,15.6, LED , No ,2.0,3.0,4.0,16.0,2.0,2133.0,HDD,1000.0,2.1,1.0,Yes,65.0,4.0,Li-Ion,,No,1366,768,Intel,2.0,Intel Graphics,380.0,253.8,23.8,Yes,1.0,Yes,4.0,nan,,,HP
5.0,1.0,Windows,15.6, LED , No ,2.1,6.0,4.0,,1.0,,HDD,1000.0,2.24,1.0,No,50.0,3.0,Li-Po,,Yes,1920,1080,AMD,4.0,AMD Graphics,360.2,234.9,22.9,Yes,1.0,Yes,4.2,Yes,1.0,,Asus
4.0,3674.0,Windows,15.6, LED , No ,3.0,4.0,8.0,16.0,2.0,2666.0,HDD,1000.0,1.75,1.0,No,65.0,3.0,Li-Ion,,No,1920,1080,Intel,2.0,Intel Graphics,358.5,242.0,19.9,Yes,1.0,Yes,5.0,Yes,1.0,,HP
4.1,199.0,Windows,15.6, LED , No ,1.6,6.0,2.0,8.0,1.0,,HDD,1000.0,1.74,1.0,No,41.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,359.0,242.0,20.0,Yes,2.0,Yes,4.0,Yes,1.0,,HP
,,Windows,15.6, LED , No ,2.3,16.0,8.0,32.0,1.0,2666.0,nan,1000.0,2.1,1.0,No,230.0,4.0,Li-Ion,,Yes,3840,2160,Intel,8.0,NVIDIA,358.0,248.0,19.8,Yes,2.0,Yes,5.1,Yes,1.0,,MSI
,,Windows,15.6, LED , No ,3.0,6.0,8.0,,1.0,3200.0,nan,256.0,1.8,1.0,No,37.0,2.0,Li-Ion,,Yes,1920,1080,Intel,4.0,Intel Graphics,360.0,235.0,19.9,Yes,2.0,Yes,4.1,Yes,1.0,,Asus
,,Windows,15.6, LED , No ,3.0,6.0,4.0,,1.0,,nan,512.0,1.8,1.0,No,42.0,3.0,Li-Ion,,nan,1920,1080,Intel,4.0,Intel Graphics,359.0,235.0,19.9,Yes,2.0,Yes,5.0,Yes,1.0,,Asus
4.5,193.0,Windows,15.6, LED , No ,2.6,4.0,4.0,32.0,2.0,2666.0,nan,1000.0,2.4,1.0,No,150.0,3.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,360.0,275.0,25.8,nan,,Yes,5.0,nan,,yes,Asus
4.3,42.0,Windows,14.0, LED , No ,4.2,8.0,16.0,32.0,2.0,,SSD,512.0,1.2,1.0,No,65.0,4.0,Li-Ion,,Yes,1920,1080,Intel,6.0,Intel Graphics,323.4,218.9,15.9,Yes,1.0,Yes,5.1,Yes,1.0,yes,Acer
,,Windows,15.6, LED , No ,,8.0,2.0,8.0,1.0,,HDD,1000.0,1.7,1.0,No,65.0,2.0,Li-Ion,,No,1920,1080,Intel,6.0,NVIDIA,363.0,238.0,19.0,Yes,1.0,Yes,,nan,,,Acer
