Rating,No_of_ratings,Name,specs0,specs1,specs2,specs3,specs4,specs5,specs6,specs7,specs8,specs9,specs10,specs11,specs12,specs13,specs14,specs15,specs16,specs17,specs18,specs19,specs20,specs21,specs22,specs23,specs24,specs25,specs26,specs27,specs28,specs29,specs30,specs31,specs32,specs33,specs34,specs35
null,null,Key Specs & Features of Asus G513IH-HN086T (Ryzen 7 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," Anti-glare Display (16:9, 170 Viewing Angle, Value IPS-level Panel, 250nits Brightness, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, 47.34% Adobe) ", No , AMD Octa-Core Ryzen 7 , 4800H , 2.9GHz , 8 MB , NVIDIA GeForce GTX 1650 , 4 GB , 8GB ,1, DDR4 ,null,null, 512GB , 2.10 Kg , 354 x 259 x 20.6 , Eclipse Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet 4-Zone RGB Keyboard , No 
null,null,Key Specs & Features of Asus GV301QH-K6028TS (Ryzen 7 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 13.4 inch(34.04 cm) , 1920 x 1080 pixels , LED , WUXGA 16:10 Glossy sRGB: 100% Adobe: 75% DCI-P3: 75% IPS-level Adaptive-Sync Pantone Validated:Yes Display , Yes , AMD Octa-Core Ryzen 7 , 5800HS ,null, 16 MB , NVIDIA GeForce GTX 1650 , 4 GB , 16GB ,1, DDR4 ,null,null, 1TB , 1.30 Kg , 299 x 222 x 15.8 , Off Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 74 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
null,null,Key Specs & Features of Asus UX425EA-KI701TS (Intel Core i7 (11th Gen) 16GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare IPS Display (300 nits Brightness, 90% Screen-to-body Ratio, 100% sRGB Color Gamut) ", No , Intel Core i7 (11th Gen) , 1165G7 ,null, 12 MB , Intel Iris Xe , 16GB ,null,1, LPDDR4X ,null,null, 512GB , 1.17 Kg , 319 x 208 x 13.9 , Pine Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ",null,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
4.1,199 Ratings,Key Specs & Features of HP 15s-du1079tx (2B5V6PA) (Intel Core i5 (10th Gen) 8GB 1TB HDD 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Anti-glare Display , No , Intel Core i5 (10th Gen) , 10210U , 1.6GHz , 6 MB , NVIDIA Geforce MX110 , 2 GB , 8GB ,1, DDR4 ,null, HDD SATA , 1TB , 1.74 Kg , 359 x 242 x 20 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 41 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4.4,377 Ratings,Key Specs & Features of Dell 15 3579 (B560114WIN9) (Intel Core i5 (8th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare IPS Display , No , Intel Core i5 (8th Gen) , 8300H , 2.3GHz , 8 MB , NVIDIA GeForce GTX 1050 , 4 GB , Up to 16GB ,1, DDR4 , 2666MHz , HDD SATA , 1TB , 2.1 Kg , 380 x 258 x 22.7 , White , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No , Yes , Headphone + Microphone Combo Jack , 56 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4.2,54 Ratings,Key Specs & Features of Asus M515DA-BQ501T (Ryzen 5 8GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LCD Anti-glare Display (250 nits Brightness, 45% NTSC Color Gamut, 83% Screen-to-body Ratio, IPS-level Panel) ", No , AMD Quad-Core Ryzen 5 , 3500U , 2.1GHz , 4 MB , AMD Radeon Vega 8 , 8GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.80 Kg , 360 x 235 x 19.9 , Slate Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
4.1,127 Ratings,Key Specs & Features of Asus E203MAH-FD005T (Intel Celeron Dual Core 4GB 500GB HDD Windows 10), Windows 10 Home Basic , 11.6 inch(29.46 cm) , 1366 x 768 pixels , LED , Anti-Glare LED Display , No , Intel Celeron Dual-Core , N4000 , 1.1GHz , 4 MB , Intel UHD 600 , 4GB ,null,1, DDR4 , 2133MHz , HDD SATA , 500GB , 1.2 Kg , 286 x 193.3 x 20.1 , Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 42 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
3.8,91 Ratings,Key Specs & Features of Dell 3593 (C560510WIN9) (Intel Core i5 (10th Gen) 8GB 1TB HDD 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-Glare LED-Backlit Non-touch Display , No , Intel Core i5 (10th Gen) , 1035G1 , 1.0GHz , 6 MB , NVIDIA GeForce MX230 , 2 GB , 8GB ,1, DDR4 , 2666MHz , HDD SATA , 1TB , 2.20 Kg , 380 x 258 x 22.7 , Platinum Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 42 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with multi-touch gesture support , Standard Notebook Keyboard , No 
4.4,55 Ratings,Key Specs & Features of Asus G513QM-HF318TS (Ryzen 9 16GB 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," Anti-glare Display (300 nits Brightness, 1:1000 Contrast, 72% NTSC Color Gamut, 100% SRGB, 170 Viewing Angle, IPS Level Panel) ", No , AMD Octa-Core Ryzen 9 , 5900HX , 3.4GHz , 16 MB , NVIDIA GeForce RTX 3060 , 6 GB , 16GB ,1, DDR4 ,null,null, 1TB , 2.30 Kg , 354 x 259 x 22.6 , Eclipse Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 240 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Per-Key RGB Keyboard , No 
3.8,143 Ratings,Key Specs & Features of Asus M409DA-EK715T (Athlon 3050U 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , AMD Dual-Core Athlon , 3050U , 2.3GHz , 5 MB , AMD Radeon R2 , 4GB ,null,1, DDR4 , 2400MHz , HDD SATA , 1TB , 1.6 Kg , 325 x 216 x 23 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 32 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
4.4,109 Ratings,Key Specs & Features of Asus FX504GD-E4021T (Intel Core i5 (8th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-glare Display , No , Intel Core i5 (8th Gen) , 8300H , 2.3GHz , 8 MB , NVIDIA GeForce GTX 1050 , 4 GB , Up to 32GB , 2 SO-DIMM , DDR4 , 2400MHz , HDD SATA , 1TB , 2.3 Kg , 384 x 262 x 25 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No , Yes , Headphone + Microphone Combo Jack , 48 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Illuminated Chiclet Keyboard , No 
4.3,269 Ratings,Key Specs & Features of Asus FX705DD-AU055T (Ryzen 5 8GB 1TB HDD 3GB Graphics Windows 10), Windows 10 Home Basic , 17.3 inch(43.94 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-Glare Display , No , AMD Quad-Core Ryzen 5 , 3550H , 2.1GHz , 6 MB , NVIDIA GeForce GTX 1050 , 3 GB , Up to 32GB ,1, DDR4 , 2400MHz , HDD SATA , 1TB , 2.6 Kg , 399.8 x 279.4 x 26.6 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No , No , Headphone + Microphone Combo Jack , 64 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
4,262 Ratings,Key Specs & Features of Asus X543UA-DM841T (Intel Core i3 (8th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15 inch(38.1 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare Display (200 nits Brightness, 45% NTSC) ", No , Intel Core i3 (8th Gen) , 8130U , 2.2GHz , 4 MB , Intel UHD 620 , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.9 Kg , 381 x 251 x 27.2 , Transparent Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet keyboard with isolated numpad key , No 
3.9,187 Ratings,Key Specs & Features of Lenovo S145 (81W800S5IN) (Intel Core i3 (10th Gen) 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare TN Display (16:9 Aspect Ratio, 220 nits Brightness)` ", No , Intel Core i3 (10th Gen) , 1005G1 , 1.2GHz , 4 MB , Intel UHD , 4GB , Up to 12GB ,1, DDR4 , 2666MHz , HDD SATA , 1TB , 1.85 Kg , 362.2 x 251.5 x 19.9 , Platinum Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W ,null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , English Non-backlit Keyboard , No 
4.7,30 Ratings,Key Specs & Features of HP 15-en0501AX (3C9E8PA) (Ryzen 7 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit IPS Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI) ", No , AMD Octa-Core Ryzen 7 , 4800H , 2.9GHz , 12 MB , NVIDIA GeForce GTX 1650 Ti , 4 GB , Up to 16GB ,2, DDR4 , 3200MHz , SSD M.2/Optane , 512GB , 2.37 Kg , 327.9 x 239.7 x 22.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Full-size 4 Zone RGB Backlit Mica Silver Keyboard (26-Key Rollover Anti-ghosting Key Technology) , No 
null,null,Key Specs & Features of Asus K413EA-EB301TS (Intel Core i3 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," LED Backlit, Anti-Glare IPS Display (250 nits Brightness, 45% NTSC Color Gamut) ", No , Intel Core i3 (11th Gen) , 1115G4 , 3.0GHz , 6 MB , Intel UHD , 8GB ,null,1, DDR4 ,null,null, 512GB , 1.4 Kg , 324 x 215 x 17.9 , Transparent Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 3 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet English Keyboard , Yes 
4.2,163 Ratings,Key Specs & Features of HP 15q-ds1000tu (6EW00PA) (Intel Core i5 (8th Gen) 8GB Windows 10), Windows 10 Home Basic , 15.6 inch , 1920 x 1080 pixels , LED , Diagonal F SVA anti-glare micro-edge WLED-backlit Display , No , Intel Core i5 (8th Gen) , 8265U , 1.6GHz , 6 MB , Intel UHD 620 , 8GB ,null,1, DDR4 , 2400MHz , SSD M.2/Optane , 256GB , 1.77 Kg , 376 x 246 x 22.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n "," Yes, 4.2 ",null, No , Headphone + Microphone Combo Jack , 41 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4,141 Ratings,Key Specs & Features of HP 15-dk0264tx (167W3PA) (Intel Core i5 (9th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," Diagonal IPS anti-glare micro-edge WLED-backlit, 250 nits, 45% NTSC Display ", No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA Geforce GTX 1650 , 4 GB , 8GB ,1, DDR4 , 2666MHz , HDD SATA , 1TB , 2.23 Kg , 360 x 256 x 23.4 , Shadow Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 4 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of Lenovo E15 (20YGS00C00) (Ryzen 3 8GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Quad-Core Ryzen 3 , 5300U , 2.6GHz , 4 MB , Intel UHD , 8GB ,null,1, DDR4 ,null,null, 256GB , 1.7 Kg , 365 x 240 x 18.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 3 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.1 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4.2,26 Ratings,Key Specs & Features of Asus G512LI-HN118TS (Intel Core i5 (10th Gen) 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i5 (10th Gen) , 10300H , 2.5GHz , 8 MB , NVIDIA GeForce GTX 1650 Ti , 4 GB , Up to 32GB ,2, DDR4 , 2933MHz ,null, 1TB , 2.3 Kg , 360 x 275 x 21 , Electro Punk , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
4.2,207 Ratings,Key Specs & Features of Asus FA506II-HN152T (Ryzen 7 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED-backlit Anti-Glare IPS-level Panel with 45 Percentage NTSC and Adaptive Sync Technology Dispaly , No , AMD Octa-Core Ryzen 7 , 4800H , 4.2GHz , 8 MB , NVIDIA GeForce GTX 1650 Ti , 4 GB , Up to 32GB ,2, DDR4 , 3200MHz ,null, 512GB , 2.3 Kg , 359.8 x 256 x 25 , Bonfire Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 48 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Backlit Keyboard with Isolated Numpad Key , No 
null,null,Key Specs & Features of Asus GA401QE-K2165TS (Ryzen 9 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Octa-Core Ryzen 9 , 5900HS , 3.0GHz , 16 MB , NVIDIA GeForce RTX 3050 Ti , 4 GB , 16GB ,1, DDR4 , 3200MHz ,null, 1TB , 1.7 Kg , 324 x 222 x 19.9 , Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 180 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
null,null,Key Specs & Features of Asus GA401QE-HZ176TS (Ryzen 9 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Octa-Core Ryzen 9 , 5900HS , 3.0GHz , 16 MB , NVIDIA GeForce RTX 3050 Ti , 4 GB , 16GB ,1, DDR4 , 3200MHz ,null, 512GB , 1.7 Kg , 324 x 222 x 19.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 180 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
null,null,Key Specs & Features of HP 15s-fq2076TU (38Y81PA) (Intel Core i5 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i5 (11th Gen) , 1135G7 ,null, 8 MB , Intel Iris X , 8GB ,null,2, DDR4 , 2666MHz ,null, 512GB , 1.7 Kg , 358.5 x 242 x 17.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of HP 15-ec1106AX (300J3PA) (Ryzen 7 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare 250 Nits Display , No , AMD Hexa-Core Ryzen 5 , 4600H , 3.0GHz , 8 MB , NVIDIA GeForce GTX 1650 , 4 GB , 8GB ,1, DDR4 , 3200 MT/s ,null, 512GB , 1.98 Kg , 360 x 257 x 23.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , Yes , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled ," Full-Size, Ultra Violet Backlit, Shadow Black Keyboard ", No 
null,null,Key Specs & Features of Asus G513IC-HN021TS (Ryzen 7 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Octa-Core Ryzen 7 , 4800H , 2.9GHz , 8 MB , NVIDIA GeForce RTX 3050 , 4 GB , Up to 32GB ,1, DDR4 , 3200MHz ,null, 512GB , 2.30 Kg , 359 x 256 x 24.7 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack ,null, 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
null,null,Key Specs & Features of Asus GU603HR-K8074TS ( 16GB 8GB Graphics Windows 10), Windows 10 Home Basic , 16 inch(40.64 cm) , 2560 x 1600 pixels , LED , WQXGA 16:10 Anti-glare DCI-P3:100% Response Time:3ms IPS-level Adaptive-Sync Pantone Validated:Yes Display , No ,null, 11900H ,null, 24 MB , NVIDIA GeForce RTX 3070 , 8 GB , 16GB ,1, DDR4 , 3200MHz ,null, 2TB , 1.90 Kg , 355 x 243 x 19.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.2 ",null," Yes, 1 ", Headphone + Microphone Combo Jack , 240 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
null,null,Key Specs & Features of HP 16-e0075AX (494P2PA) (Ryzen 5 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 16.1 inch(40.89 cm) , 1920 x 1080 pixels , LED ," Diagonal, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC Display ", No , AMD Hexa-Core Ryzen 5 , 5600H , 3.3GHz , 16 MB , NVIDIA GeForce GTX 1650 , 4 GB , Up to 32GB ,1, DDR4 , 3200MHz ,null, 512GB , 2.46 Kg , 370 x 260 x 23.5 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 4 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled ," Full-size, Ceramic White Keyboard With Numeric Keypad ", No 
null,null,Key Specs & Features of HP 16-e0076AX (494P3PA) (Ryzen 5 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 16.1 inch(40.89 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , AMD Hexa-Core Ryzen 5 , 5600H ,null, 16 MB , NVIDIA GeForce GTX 3050 , 4 GB , Up to 32GB ,1, DDR4 , 3200MHz ,null, 512GB , 2.48 Kg , 370 x 262 x 24 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 200 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled ," Full-size, Ceramic White Keyboard With Numeric Keypad ",null
null,null,Key Specs & Features of HP 16-e0078AX (494P4PA) (Ryzen 7 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 16.1 inch(40.89 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , AMD Octa-Core Ryzen 7 , 5800H ,null, 16 MB , NVIDIA GeForce RTX 3050 Ti , 4 GB , Up to 32GB ,2, DDR4 , 3200MHz ,null, 512GB , 2.46 Kg , 370 x 235 x 26 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ",null," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled ," Full-size, Ceramic White Keyboard With Numeric Keypad ", No 
null,null,Key Specs & Features of Asus GX703HS-XB98 ( 32GB 16GB Graphics Windows 10), Windows 10 Home Basic , 17.3 inch(43.94 cm) , 2560 x 1440 pixels , LED , Q IPS-Type PANTONE Validated G-Sync Display , No , Intel Core i9 (11th Gen) , 11900H ,null, 24 MB , NVIDIA GeForce RTX 3080 , 16 GB , 32GB ,1, DDR4 , 3200MHz ,null, 2TB , 2.5 Kg , 393.7 x 264.16 x 20.3 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.2 ",null," Yes, 1 ", Headphone + Microphone Combo Jack , 90 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Perkey RGB Backlit Keyboard , No 
null,null,Key Specs & Features of Lenovo 15IHU6 (82K1004EIN) ( 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare 250Nits Brightness Display , No , Intel Core i7 (10th Gen) , 11370H , 3.3GHz , 12 MB , NVIDIA GeForce RTX 3050 , 4 GB , 8GB ,1, DDR4 , 3200MHz ,null, 512GB , 2.25 Kg , 360 x 252 x 24 , Shadow Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ",null,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled ," Full-size 4-Zone white Backlit legendary TrueStrike Keyboard with 100% Anti-Ghosting, Anti-Abrasion and Soft-Landing switches 1.5 mm Key Travel Large Arrow Keys Large one piece Track Pad ", No 
